Code site;Adresse;Arrondissement;Opérateur;Type;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;se_anno_cad_data;geo_shape;geo_point_2d
757207;3 Rue raffaelli;75016;SFR;2G/3G/4G/5G;24/11/2022;;;;;"{""coordinates"": [2.2558545003316364, 48.84305400007065], ""type"": ""Point""}";48.84305400007065, 2.2558545003316364
T10690;30 Place d'italie;75013;BOUYGUES;;26/06/2007;;;;;"{""coordinates"": [2.35565999966407, 48.83054399969102], ""type"": ""Point""}";48.83054399969102, 2.35565999966407
75104_032_12;30 Rue saint paul;75004;FREE MOBILE;3G/4G/5G;31/10/2019;26/11/2019;;;;"{""coordinates"": [2.3621849999341036, 48.853908000130176], ""type"": ""Point""}";48.853908000130176, 2.3621849999341036
752905;32 Rue de douai;75009;SFR;2G/3G/4G;28/12/2021;;;;;"{""coordinates"": [2.3327144999222797, 48.88261800035465], ""type"": ""Point""}";48.88261800035465, 2.3327144999222797
00000091U7;5 Bis rue massenet;75016;ORANGE;3G/4G;;22/07/2013;;;;"{""coordinates"": [2.2795019994473145, 48.85831800040688], ""type"": ""Point""}";48.85831800040688, 2.2795019994473145
T16816;33 Rue du bourg tibourg;75004;BOUYGUES;;24/03/2021;;;;;"{""coordinates"": [2.3563890001046057, 48.85771499984357], ""type"": ""Point""}";48.85771499984357, 2.3563890001046057
75109_033_01;5 Cité fénelon;75009;FREE MOBILE;3G/4G/5G;31/03/2021;29/03/2021;;;;"{""coordinates"": [2.3421554998641865, 48.87882000029799], ""type"": ""Point""}";48.87882000029799, 2.3421554998641865
T15368;34 Rue de santerre;75012;BOUYGUES;;14/03/2024;;;;;"{""coordinates"": [2.401105500217744, 48.84296400041063], ""type"": ""Point""}";48.84296400041063, 2.401105500217744
T10600;5 Rue legouve;75010;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3617439995603178, 48.87234000038901], ""type"": ""Point""}";48.87234000038901, 2.3617439995603178
T10605;35 Rue montera;75012;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.4102810001152166, 48.84591599995526], ""type"": ""Point""}";48.84591599995526, 2.4102810001152166
00000087U8;50 Avenue daumesnil;75012;ORANGE;3G/4G/5G;13/07/2015;05/07/2019;13/11/2020;;;"{""coordinates"": [2.3785064996962264, 48.84558300044308], ""type"": ""Point""}";48.84558300044308, 2.3785064996962264
75120_070_02;36 Avenue gambetta;75120;FREE MOBILE;3G/4G/5G;03/10/2022;03/10/2022;04/11/2022;;;"{""coordinates"": [2.397037500289302, 48.86486099968129], ""type"": ""Point""}";48.86486099968129, 2.397037500289302
753605;52 Avenue victor hugo;75116;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.2879439998823106, 48.87090900005727], ""type"": ""Point""}";48.87090900005727, 2.2879439998823106
75117_065_02;39 Avenue de wagram;75017;FREE MOBILE;3G/4G/5G;18/04/2019;18/04/2019;;;;"{""coordinates"": [2.2970790005802373, 48.87698400029032], ""type"": ""Point""}";48.87698400029032, 2.2970790005802373
753603;52 Rue de ponthieu;75008;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.3066594996822345, 48.87167399991648], ""type"": ""Point""}";48.87167399991648, 2.3066594996822345
00000439U7;39-43 Rue sarrette;75014;ORANGE;3G/4G/5G;19/05/2009;22/03/2013;31/05/2021;;;"{""coordinates"": [2.3280120005779437, 48.82558500015702], ""type"": ""Point""}";48.82558500015702, 2.3280120005779437
753620;53 Rue legendre;75017;SFR;2G/3G/4G/5G;21/02/2023;;;;;"{""coordinates"": [2.3163840003598275, 48.8854980003706], ""type"": ""Point""}";48.8854980003706, 2.3163840003598275
00000010U8;4 Rue des moines;75017;ORANGE;3G/4G/5G;17/03/2011;21/02/2018;18/10/2019;;;"{""coordinates"": [2.3180175003711847, 48.88728899956559], ""type"": ""Point""}";48.88728899956559, 2.3180175003711847
T02228;53 Avenue philippe auguste;75011;BOUYGUES;;11/09/2024;;;;;"{""coordinates"": [2.392960500646853, 48.852764999660934], ""type"": ""Point""}";48.852764999660934, 2.392960500646853
751353;41 Rue ordener;75018;SFR;3G/4G/5G;27/03/2024;;;;;"{""coordinates"": [2.3530185006292426, 48.890825999828245], ""type"": ""Point""}";48.890825999828245, 2.3530185006292426
T15711;54 Boulevard de la villette;75019;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.37452850052873, 48.874599000311505], ""type"": ""Point""}";48.874599000311505, 2.37452850052873
T16714;42-52 Rue de l'église;75015;BOUYGUES;;12/09/2018;;;;;"{""coordinates"": [2.288807999729208, 48.84381900009022], ""type"": ""Point""}";48.84381900009022, 2.288807999729208
750098;55 Rue riquet;75019;SFR;2G/3G/4G;19/03/2021;;;;;"{""coordinates"": [2.3692365001787743, 48.88944000001775], ""type"": ""Point""}";48.88944000001775, 2.3692365001787743
757442;44 Rue des ecoles;75005;SFR;3G/4G/5G;13/12/2024;;;;;"{""coordinates"": [2.3459489994394267, 48.84940799987943], ""type"": ""Point""}";48.84940799987943, 2.3459489994394267
751259;55 Rue petit;75019;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.3862825002139214, 48.885668999755026], ""type"": ""Point""}";48.885668999755026, 2.3862825002139214
7510052822;44 Rue rebeval;75019;SFR;3G/4G/5G;15/09/2023;;;;;"{""coordinates"": [2.378965499966974, 48.87455399973798], ""type"": ""Point""}";48.87455399973798, 2.378965499966974
751197;56 Avenue emile zola;75015;SFR;2G/3G/4G/5G;21/11/2022;;;;;"{""coordinates"": [2.2836735001903397, 48.84633000008672], ""type"": ""Point""}";48.84633000008672, 2.2836735001903397
00000116U7;46 Avenue des ternes;75017;ORANGE;3G/4G;10/05/2013;25/04/2013;;;;"{""coordinates"": [2.2925297776789986, 48.879216554646035], ""type"": ""Point""}";48.879216554646035, 2.2925297776789986
00000130U7;5-7 Rue de tournon;75006;ORANGE;3G/4G/5G;17/10/2011;07/03/2019;07/12/2022;;;"{""coordinates"": [2.337201000421019, 48.85109100027716], ""type"": ""Point""}";48.85109100027716, 2.337201000421019
T10913;46 Rue davout;75020;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.411351999994571, 48.851081999728954], ""type"": ""Point""}";48.851081999728954, 2.411351999994571
750076;57 Boulevard saint germain;75005;SFR;2G/3G/4G/5G;28/07/2021;;;;;"{""coordinates"": [2.3470317546629595, 48.85032812756754], ""type"": ""Point""}";48.85032812756754, 2.3470317546629595
00080178U8;49 Rue simon bolivar;75019;ORANGE;3G/4G/5G;12/09/2012;25/04/2013;09/07/2021;;;"{""coordinates"": [2.3799374995142792, 48.876156000142565], ""type"": ""Point""}";48.876156000142565, 2.3799374995142792
75120_025_05;6 Place vincenot;75020;FREE MOBILE;3G/4G/5G;17/06/2019;17/06/2019;08/01/2025;;;"{""coordinates"": [2.408215500364566, 48.870369000282686], ""type"": ""Point""}";48.870369000282686, 2.408215500364566
757203;6 Boulevard vincent auriol;75013;SFR;2G/3G/4G/5G;01/07/2022;;;;;"{""coordinates"": [2.373041751625531, 48.83742211700126], ""type"": ""Point""}";48.83742211700126, 2.373041751625531
00022056U3;6 Boulevard vincent auriol;75013;ORANGE;3G/4G/5G;16/07/2013;21/09/2015;29/06/2021;;;"{""coordinates"": [2.3729939994090605, 48.8374019997347], ""type"": ""Point""}";48.8374019997347, 2.3729939994090605
75115_094_01;6 Rue du pic de la barrette;75015;FREE MOBILE;3G/4G/5G;22/04/2021;23/04/2021;12/05/2021;;;"{""coordinates"": [2.2772070002919516, 48.8421089998172], ""type"": ""Point""}";48.8421089998172, 2.2772070002919516
7510058487;6 Square villaret de joyeuse;75017;SFR;3G/4G/5G;30/11/2023;;;;;"{""coordinates"": [2.289339000416765, 48.87746099958867], ""type"": ""Point""}";48.87746099958867, 2.289339000416765
T15843;62-64 Rue pelleport;75020;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.4029082904682815, 48.86662710456147], ""type"": ""Point""}";48.86662710456147, 2.4029082904682815
00080198U7;64 Avenue théophile gauthier;75016;ORANGE;3G/4G/5G;19/02/2014;19/02/2014;25/11/2024;;;"{""coordinates"": [2.2695282224694475, 48.84804215845569], ""type"": ""Point""}";48.84804215845569, 2.2695282224694475
00000433U7;64 Rue du moulin des prés;75013;ORANGE;3G/4G/5G;12/09/2011;18/07/2013;22/01/2021;;;"{""coordinates"": [2.3534283496520847, 48.826188580244285], ""type"": ""Point""}";48.826188580244285, 2.3534283496520847
T41759;66 Quai de jemmapes;75010;BOUYGUES;;31/05/2021;;;;;"{""coordinates"": [2.3661297800289867, 48.87098311913812], ""type"": ""Point""}";48.87098311913812, 2.3661297800289867
00000402U7;67 Boulevard suchet;75016;ORANGE;3G/4G/5G;25/06/2012;29/07/2013;21/06/2021;;;"{""coordinates"": [2.261225722501531, 48.85158816180201], ""type"": ""Point""}";48.85158816180201, 2.261225722501531
75119_016_06;67-69 Avenue jean jaurès;75019;FREE MOBILE;3G/4G/5G;26/06/2024;26/06/2024;24/07/2024;;;"{""coordinates"": [2.377421999516262, 48.8848319996859], ""type"": ""Point""}";48.8848319996859, 2.377421999516262
00000089U8;6-8 Place maurice de fontenay;75012;ORANGE;3G/4G/5G;20/08/2013;27/05/2013;05/04/2022;;;"{""coordinates"": [2.3883749997170667, 48.8449530000204], ""type"": ""Point""}";48.8449530000204, 2.3883749997170667
T15085;7 Rue gobert;75011;BOUYGUES;;20/05/2005;;;;;"{""coordinates"": [2.382740999483186, 48.85578899963418], ""type"": ""Point""}";48.85578899963418, 2.382740999483186
T15959;75 Rue d'amsterdam;75008;BOUYGUES;;27/03/2014;;;;;"{""coordinates"": [2.3270472747878865, 48.88168413481448], ""type"": ""Point""}";48.88168413481448, 2.3270472747878865
T15838;75 Rue st fargeau;75020;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.406721500362969, 48.87244799973051], ""type"": ""Point""}";48.87244799973051, 2.406721500362969
750091;76 Avenue raymond poincare;75116;SFR;2G/3G/4G/5G;07/04/2021;;;;;"{""coordinates"": [2.2857344995848505, 48.86879399973182], ""type"": ""Point""}";48.86879399973182, 2.2857344995848505
T15215;76-82 Rue de picpus;75012;BOUYGUES;;11/10/2013;;;;;"{""coordinates"": [2.3984279995356474, 48.84149700033512], ""type"": ""Point""}";48.84149700033512, 2.3984279995356474
00000112U8;78 Boulevard de clichy;75018;ORANGE;3G/4G/5G;05/09/2012;24/11/2015;11/06/2019;;;"{""coordinates"": [2.3333984999968678, 48.88376999955995], ""type"": ""Point""}";48.88376999955995, 2.3333984999968678
T15779;8 Rue de la petite arche;75116;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.261470499981946, 48.83570099973577], ""type"": ""Point""}";48.83570099973577, 2.261470499981946
00000463U7;82 Rue blomet;75015;ORANGE;3G/4G/5G;21/01/2011;16/12/2020;15/09/2023;;;"{""coordinates"": [2.302040728300472, 48.841544145723695], ""type"": ""Point""}";48.841544145723695, 2.302040728300472
750071;86 Rue de la federation;75015;SFR;2G/3G/4G/5G;10/05/2021;;;;;"{""coordinates"": [2.2979772368433045, 48.85272214679276], ""type"": ""Point""}";48.85272214679276, 2.2979772368433045
75111_067_01;9 Rue emilio castelar;75012;FREE MOBILE;3G/4G/5G;24/04/2020;24/04/2020;;;;"{""coordinates"": [2.3762654995483965, 48.84908400008911], ""type"": ""Point""}";48.84908400008911, 2.3762654995483965
00000063U8;90 Rue du chemin vert;75011;ORANGE;3G/4G/5G;21/09/2011;12/11/2020;27/09/2022;;;"{""coordinates"": [2.3805900003929805, 48.86083800031122], ""type"": ""Point""}";48.86083800031122, 2.3805900003929805
75116_099_03;92 Boulevard murat;75016;FREE MOBILE;3G/4G/5G;27/08/2020;27/08/2020;19/03/2021;;;"{""coordinates"": [2.2560704996695264, 48.84021000012559], ""type"": ""Point""}";48.84021000012559, 2.2560704996695264
T10613;97 Rue du faubourg st antoine;75011;BOUYGUES;;31/05/1996;;;;;"{""coordinates"": [2.3756625004142364, 48.85151399997695], ""type"": ""Point""}";48.85151399997695, 2.3756625004142364
75118_078_01;156 Rue des poissonniers;75015;FREE MOBILE;3G/4G/5G;22/07/2024;22/07/2024;07/08/2024;;;"{""coordinates"": [2.3527557998138313, 48.89804612460022], ""type"": ""Point""}";48.89804612460022, 2.3527557998138313
00020533U5;Avenue winston churchill;75008;ORANGE;3G/4G;;04/08/2016;;;;"{""coordinates"": [2.313825524251271, 48.86605313647714], ""type"": ""Point""}";48.86605313647714, 2.313825524251271
75104_031_07;10 Rue barbette;75004;FREE MOBILE;3G/4G/5G;04/04/2019;02/05/2019;06/03/2024;;;"{""coordinates"": [2.360817000579728, 48.85886700031632], ""type"": ""Point""}";48.85886700031632, 2.360817000579728
00083510U2;Hippodrome de longchamp;75116;ORANGE;3G/4G;;14/06/2018;;;;"{""coordinates"": [2.230560193205649, 48.86130349699896], ""type"": ""Point""}";48.86130349699896, 2.230560193205649
75114_059_01;10 Rue bardinet;75014;FREE MOBILE;3G/4G/5G;22/06/2021;22/06/2021;06/07/2021;;;"{""coordinates"": [2.3166180001119354, 48.830561999883756], ""type"": ""Point""}";48.830561999883756, 2.3166180001119354
T10588;Impasse putigne;75004;BOUYGUES;;27/09/2007;;;;;"{""coordinates"": [2.356126948098101, 48.854814220758385], ""type"": ""Point""}";48.854814220758385, 2.356126948098101
75118_066_02;10 Rue feutrier;75018;FREE MOBILE;3G/4G/5G;23/04/2019;11/04/2019;08/04/2024;;;"{""coordinates"": [2.346694287035763, 48.88635512671833], ""type"": ""Point""}";48.88635512671833, 2.346694287035763
00000440U7;Parc des expositions bâtiment 2;75015;ORANGE;3G/4G/5G;14/02/2004;21/03/2013;12/07/2024;;;"{""coordinates"": [2.287242178462848, 48.831318620963565], ""type"": ""Point""}";48.831318620963565, 2.287242178462848
T10944;10-12 Rue simone weil;75013;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3637734994539947, 48.82394699986941], ""type"": ""Point""}";48.82394699986941, 2.3637734994539947
00000432U7;Place marcellin berthelot;75005;ORANGE;3G/4G/5G;31/07/2013;10/04/2014;07/01/2022;;;"{""coordinates"": [2.3456336268372717, 48.849100193428725], ""type"": ""Point""}";48.849100193428725, 2.3456336268372717
00000030U7;105 Boulevard lefebvre;75015;ORANGE;3G/4G/5G;13/02/2013;06/04/2013;05/07/2021;;;"{""coordinates"": [2.296802715777773, 48.8298261475299], ""type"": ""Point""}";48.8298261475299, 2.296802715777773
75108_064_06;27 Rue de lisbonne;75008;FREE MOBILE;3G/4G/5G;23/11/2020;09/11/2020;05/04/2024;;;"{""coordinates"": [2.3138577664409787, 48.87761613974088], ""type"": ""Point""}";48.87761613974088, 2.3138577664409787
757404;20 Rue de rome;75008;SFR;2G/3G/4G/5G;24/10/2022;;;;;"{""coordinates"": [2.3237667693514306, 48.876311136042915], ""type"": ""Point""}";48.876311136042915, 2.3237667693514306
T15152;277 Boulevard raspail;75014;BOUYGUES;;10/02/2010;;;;;"{""coordinates"": [2.331944999951667, 48.83645700023739], ""type"": ""Point""}";48.83645700023739, 2.331944999951667
753557;104 Rue du chateau des rentiers;75013;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.3677335003849365, 48.828059999808204], ""type"": ""Point""}";48.828059999808204, 2.3677335003849365
75119_097_01;276 Rue de belleville;75019;FREE MOBILE;3G/4G/5G;12/06/2024;12/06/2024;02/07/2024;;;"{""coordinates"": [2.402311499993831, 48.87583200009265], ""type"": ""Point""}";48.87583200009265, 2.402311499993831
T14243;11 Avenue franco russe;75007;BOUYGUES;;31/12/2024;;;;;"{""coordinates"": [2.2991517448671295, 48.860075146768416], ""type"": ""Point""}";48.860075146768416, 2.2991517448671295
T15052;28-32 Avenue victor hugo;75116;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.2900500001192547, 48.87180000023348], ""type"": ""Point""}";48.87180000023348, 2.2900500001192547
00000238U8;114 Rue marcadet;75018;ORANGE;3G/4G/5G;15/10/2012;30/05/2013;01/04/2022;;;"{""coordinates"": [2.3414625000003926, 48.891347999773934], ""type"": ""Point""}";48.891347999773934, 2.3414625000003926
751245;3 Avenue de corbera;75012;SFR;2G/3G/4G;07/04/2021;;;;;"{""coordinates"": [2.3815107626518954, 48.84563911346184], ""type"": ""Point""}";48.84563911346184, 2.3815107626518954
7510058055;12 Rue cépré;75015;SFR;3G/4G/5G;15/11/2023;;;;;"{""coordinates"": [2.3039100002235022, 48.84657299959174], ""type"": ""Point""}";48.84657299959174, 2.3039100002235022
00013296U5;3 Rue saint rustique;75018;ORANGE;3G/4G/5G;;02/02/2015;27/12/2023;;;"{""coordinates"": [2.3406615002677573, 48.88698299986815], ""type"": ""Point""}";48.88698299986815, 2.3406615002677573
T41784;12 Rue keufer;75013;BOUYGUES;;05/03/2020;;;;;"{""coordinates"": [2.3553404997652825, 48.81995099983752], ""type"": ""Point""}";48.81995099983752, 2.3553404997652825
751160;31 Rue de buci;75006;SFR;2G/3G/4G/5G;10/09/2021;;;;;"{""coordinates"": [2.3362812524897936, 48.85340613191477], ""type"": ""Point""}";48.85340613191477, 2.3362812524897936
T10542;121 Rue des dames;75017;BOUYGUES;;22/07/2013;;;;;"{""coordinates"": [2.3168277715151615, 48.882557138492], ""type"": ""Point""}";48.882557138492, 2.3168277715151615
75120_080_01;31 Rue de la duée;75020;FREE MOBILE;3G/4G/5G;29/04/2024;29/04/2024;28/05/2024;;;"{""coordinates"": [2.3971770001804136, 48.87162000010525], ""type"": ""Point""}";48.87162000010525, 2.3971770001804136
75109_036_01;124 Boulevard de rochechouart;75018;FREE MOBILE;3G/4G/5G;17/03/2021;17/03/2021;15/07/2021;;;"{""coordinates"": [2.3398380000022496, 48.88226699992962], ""type"": ""Point""}";48.88226699992962, 2.3398380000022496
T10658;35 Rue victor masse;75009;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.337011999596449, 48.88094400024702], ""type"": ""Point""}";48.88094400024702, 2.337011999596449
00000027U8;126 Boulevard magenta;75010;ORANGE;3G/4G/5G;17/12/2012;23/11/2016;27/06/2024;;;"{""coordinates"": [2.3528249997139463, 48.88016999976032], ""type"": ""Point""}";48.88016999976032, 2.3528249997139463
T15218;38 Rue condorcet;75009;BOUYGUES;;01/12/2013;;;;;"{""coordinates"": [2.3449347808858967, 48.880010127615336], ""type"": ""Point""}";48.880010127615336, 2.3449347808858967
T10686;13 Avenue de la soeur rosalie;75013;BOUYGUES;;18/01/2000;;;;;"{""coordinates"": [2.353097740158009, 48.83193212553178], ""type"": ""Point""}";48.83193212553178, 2.353097740158009
75108_024_01;39 Avenue franklin roosevelt;75008;FREE MOBILE;3G/4G/5G;21/11/2014;21/11/2014;13/12/2023;;;"{""coordinates"": [2.309903999417677, 48.86791200040035], ""type"": ""Point""}";48.86791200040035, 2.309903999417677
00000471U7;14 Rue de gergovie;75014;ORANGE;3G/4G/5G;21/03/2011;22/02/2013;26/02/2021;;;"{""coordinates"": [2.3137560000254718, 48.83420699968979], ""type"": ""Point""}";48.83420699968979, 2.3137560000254718
00000137U7;4 Rue de la cité;75004;ORANGE;3G/4G/5G;29/11/2012;05/09/2013;02/04/2024;;;"{""coordinates"": [2.3472989993508215, 48.854186999990496], ""type"": ""Point""}";48.854186999990496, 2.3472989993508215
75115_108_01;14 Rue armand moisant;75015;FREE MOBILE;3G/4G/5G;26/09/2023;26/09/2023;25/10/2023;;;"{""coordinates"": [2.3175675005107945, 48.84215399962955], ""type"": ""Point""}";48.84215399962955, 2.3175675005107945
75117_082_01;4 Boulevard de reims;75017;FREE MOBILE;3G/4G/5G;04/11/2021;04/11/2021;16/11/2021;;;"{""coordinates"": [2.3002110004821783, 48.891950999901375], ""type"": ""Point""}";48.891950999901375, 2.3002110004821783
753614;14 Rue soufflot;75005;SFR;2G/3G;13/12/2021;;;;;"{""coordinates"": [2.3431167501281402, 48.84703412910157], ""type"": ""Point""}";48.84703412910157, 2.3431167501281402
750018;4 Avenue maurice ravel;75012;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.411693999595378, 48.84153299995283], ""type"": ""Point""}";48.84153299995283, 2.411693999595378
T10521;14 Rue soufflot;75005;BOUYGUES;;14/12/1999;;;;;"{""coordinates"": [2.3430198271203437, 48.84703257612775], ""type"": ""Point""}";48.84703257612775, 2.3430198271203437
7510000023;4 Rue de la chine;75020;SFR;3G/4G/5G;27/10/2023;;;;;"{""coordinates"": [2.4007143298645715, 48.86573459989369], ""type"": ""Point""}";48.86573459989369, 2.4007143298645715
T10966;15 Avenue de friedland;75008;BOUYGUES;;13/12/1999;;;;;"{""coordinates"": [2.3030639996344147, 48.87442800028083], ""type"": ""Point""}";48.87442800028083, 2.3030639996344147
75104_012_01;4 Rue de la verrerie;75004;FREE MOBILE;3G/4G/5G;03/11/2015;03/11/2015;;;;"{""coordinates"": [2.3554574999768443, 48.85704899973401], ""type"": ""Point""}";48.85704899973401, 2.3554574999768443
00016724U5;15 Rue breguet;75011;ORANGE;3G/4G/5G;15/10/2012;10/08/2015;28/09/2023;;;"{""coordinates"": [2.3729310000801327, 48.85733700032241], ""type"": ""Point""}";48.85733700032241, 2.3729310000801327
75119_083_05;4 Rue paul laurent;75019;FREE MOBILE;3G/4G/5G;06/08/2024;06/08/2024;28/08/2024;;;"{""coordinates"": [2.3671485003465738, 48.88666800001361], ""type"": ""Point""}";48.88666800001361, 2.3671485003465738
75106_026_02;15 Rue guénégaud;75006;FREE MOBILE;3G/4G/5G;14/08/2018;16/08/2018;;;;"{""coordinates"": [2.3390234999803905, 48.85587899971883], ""type"": ""Point""}";48.85587899971883, 2.3390234999803905
75119_081_01;4 Rue georges auric;75019;FREE MOBILE;3G/4G/5G;08/11/2023;08/11/2023;16/11/2023;;;"{""coordinates"": [2.38689450057501, 48.8847690000028], ""type"": ""Point""}";48.8847690000028, 2.38689450057501
75120_017_02;150 Rue belleville;75020;FREE MOBILE;3G/4G/5G;13/12/2013;13/12/2013;02/05/2024;;;"{""coordinates"": [2.3906924995241003, 48.87538199957021], ""type"": ""Point""}";48.87538199957021, 2.3906924995241003
75107_013_02;4 Villa de saxe;75007;FREE MOBILE;3G/4G/5G;13/04/2016;13/04/2016;28/09/2022;;;"{""coordinates"": [2.309605238310874, 48.84930214231302], ""type"": ""Point""}";48.84930214231302, 2.309605238310874
T10925;40 Rue lacépède;75005;BOUYGUES;;02/10/1998;;;;;"{""coordinates"": [2.3505012491615846, 48.8442981258989], ""type"": ""Point""}";48.8442981258989, 2.3505012491615846
750054;45 Rue des saints peres;75006;SFR;2G/3G/4G/5G;14/06/2021;;;;;"{""coordinates"": [2.3312924999134426, 48.855536999569196], ""type"": ""Point""}";48.855536999569196, 2.3312924999134426
750027;49 Avenue des champs elysees;75008;SFR;2G/3G/4G;19/03/2021;;;;;"{""coordinates"": [2.3056470006613257, 48.87004499997206], ""type"": ""Point""}";48.87004499997206, 2.3056470006613257
75110_005_05;15-19 Rue du terrage;75010;FREE MOBILE;3G/4G/5G;19/07/2017;19/07/2017;28/02/2023;;;"{""coordinates"": [2.3628734998399614, 48.87728999972477], ""type"": ""Point""}";48.87728999972477, 2.3628734998399614
7510000011;154 -156 rue d'aubervilliers;75019;SFR;3G/4G/5G;03/09/2023;;;;;"{""coordinates"": [2.3700555000479864, 48.893535000271434], ""type"": ""Point""}";48.893535000271434, 2.3700555000479864
00000039U7;159-169 Rue blomet;75015;ORANGE;3G/4G;14/05/2012;16/01/2018;;;;"{""coordinates"": [2.2939244994877104, 48.8372940000234], ""type"": ""Point""}";48.8372940000234, 2.2939244994877104
75116_039_02;16 Avenue paul doumer;75016;FREE MOBILE;3G/4G/5G;26/11/2014;26/11/2014;;;;"{""coordinates"": [2.2834979997552183, 48.86120699957084], ""type"": ""Point""}";48.86120699957084, 2.2834979997552183
75111_061_01;165 Rue de charonne;75011;FREE MOBILE;3G/4G/5G;04/07/2019;13/08/2019;28/07/2022;;;"{""coordinates"": [2.390728835759743, 48.85578959566588], ""type"": ""Point""}";48.85578959566588, 2.390728835759743
75116_001_30;17 Rue de l'amiral hamelin;75016;FREE MOBILE;3G/4G/5G;12/03/2020;12/03/2020;19/03/2021;;;"{""coordinates"": [2.2921317481010637, 48.86707714892822], ""type"": ""Point""}";48.86707714892822, 2.2921317481010637
T10956;17 Avenue george v;75008;BOUYGUES;;04/09/2000;;;;;"{""coordinates"": [2.3010074996741285, 48.866814000099794], ""type"": ""Point""}";48.866814000099794, 2.3010074996741285
750300;174 Boulevard berthier;75017;SFR;2G/3G/4G/5G;06/04/2022;;;;;"{""coordinates"": [2.2939604998054968, 48.88618199967463], ""type"": ""Point""}";48.88618199967463, 2.2939604998054968
00034955U5;18 B avenue de l'opéra;75002;ORANGE;3G/4G/5G;;23/10/2023;23/10/2023;;;"{""coordinates"": [2.3346854993651527, 48.86564400004067], ""type"": ""Point""}";48.86564400004067, 2.3346854993651527
7510058495;18 Boulevard massena;75013;SFR;3G/4G/5G;31/10/2024;;;;;"{""coordinates"": [2.3746454993722326, 48.823569000371116], ""type"": ""Point""}";48.823569000371116, 2.3746454993722326
75115_011_01;18 Rue daniel stern;75015;FREE MOBILE;3G/4G/5G;23/04/2012;19/12/2014;07/02/2023;;;"{""coordinates"": [2.293607734658893, 48.85142614909926], ""type"": ""Point""}";48.85142614909926, 2.293607734658893
T00882;18 Rue tchaikovski;75018;BOUYGUES;;21/03/2024;;;;;"{""coordinates"": [2.3650650003432805, 48.895046999692234], ""type"": ""Point""}";48.895046999692234, 2.3650650003432805
7510052037;19 Rue greuze;75016;SFR;3G/4G/5G;20/12/2024;;;;;"{""coordinates"": [2.2831497426389764, 48.86415215233244], ""type"": ""Point""}";48.86415215233244, 2.2831497426389764
75116_118_04;19 Rue greuze;75016;FREE MOBILE;3G/4G/5G;02/02/2021;15/02/2021;11/01/2023;;;"{""coordinates"": [2.283102000664002, 48.8641319996777], ""type"": ""Point""}";48.8641319996777, 2.283102000664002
T16723;192 Rue des pyrenees;75020;BOUYGUES;;13/02/2019;;;;;"{""coordinates"": [2.399634000604958, 48.86363699976588], ""type"": ""Point""}";48.86363699976588, 2.399634000604958
00023341U5;197 Rue saint martin;75003;ORANGE;3G/4G/5G;28/02/2013;27/03/2013;12/07/2024;;;"{""coordinates"": [2.3523705000564132, 48.863231999669566], ""type"": ""Point""}";48.863231999669566, 2.3523705000564132
75120_068_01;2 Place henri matisse;75020;FREE MOBILE;3G/4G/5G;03/03/2021;03/03/2021;19/03/2021;;;"{""coordinates"": [2.390818499487859, 48.866247000132546], ""type"": ""Point""}";48.866247000132546, 2.390818499487859
7510051973;207 Rue vercingetorix;75014;SFR;2G/3G/4G/5G;27/06/2022;;;;;"{""coordinates"": [2.3086512211353702, 48.830762142714235], ""type"": ""Point""}";48.830762142714235, 2.3086512211353702
7510057783;210 Boulevard raspail;75014;SFR;3G/4G/5G;18/12/2023;;;;;"{""coordinates"": [2.329618500199874, 48.84111899965242], ""type"": ""Point""}";48.84111899965242, 2.329618500199874
750024;22 Avenue de la porte d asnieres;75017;SFR;2G/3G/4G/5G;12/05/2021;;;;;"{""coordinates"": [2.30332500060592, 48.890951999994634], ""type"": ""Point""}";48.890951999994634, 2.30332500060592
75115_064_02;22 Rue du hameau;75015;FREE MOBILE;3G/4G/5G;23/12/2016;23/12/2016;21/05/2021;;;"{""coordinates"": [2.2882905001214335, 48.834710999991955], ""type"": ""Point""}";48.834710999991955, 2.2882905001214335
T15094;24 Rue lepic;75018;BOUYGUES;;03/09/2004;;;;;"{""coordinates"": [2.3342309995203556, 48.88517400031013], ""type"": ""Point""}";48.88517400031013, 2.3342309995203556
